type	file_id	md5sum	file_status	file_description	file_format	file_type	file_name	file_location	study_subject.study_subject_id	file_size
file	file_id_469	468	uploaded	Gene expression data	tsv	text	GeneExp_file_id_469.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_469.txt	study_subject_id_596	459882
file	file_id_470	469	uploaded	Gene expression data	tsv	text	GeneExp_file_id_470.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_470.txt	study_subject_id_597	459925
file	file_id_471	470	uploaded	Gene expression data	tsv	text	GeneExp_file_id_471.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_471.txt	study_subject_id_598	459886
file	file_id_472	471	uploaded	Gene expression data	tsv	text	GeneExp_file_id_472.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_472.txt	study_subject_id_600	459776
file	file_id_473	472	uploaded	Gene expression data	tsv	text	GeneExp_file_id_473.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_473.txt	study_subject_id_601	459915
file	file_id_474	473	uploaded	Gene expression data	tsv	text	GeneExp_file_id_474.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_474.txt	study_subject_id_602	459915
file	file_id_475	474	uploaded	Gene expression data	tsv	text	GeneExp_file_id_475.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_475.txt	study_subject_id_603	459858
file	file_id_476	475	uploaded	Gene expression data	tsv	text	GeneExp_file_id_476.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_476.txt	study_subject_id_604	459863
file	file_id_477	476	uploaded	Gene expression data	tsv	text	GeneExp_file_id_477.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_477.txt	study_subject_id_605	459851
file	file_id_478	477	uploaded	Gene expression data	tsv	text	GeneExp_file_id_478.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_478.txt	study_subject_id_606	459865
file	file_id_479	478	uploaded	Gene expression data	tsv	text	GeneExp_file_id_479.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_479.txt	study_subject_id_608	459909
file	file_id_480	479	uploaded	Gene expression data	tsv	text	GeneExp_file_id_480.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_480.txt	study_subject_id_609	459996
file	file_id_481	480	uploaded	Gene expression data	tsv	text	GeneExp_file_id_481.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_481.txt	study_subject_id_611	459879
file	file_id_482	481	uploaded	Gene expression data	tsv	text	GeneExp_file_id_482.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_482.txt	study_subject_id_612	459932
file	file_id_483	482	uploaded	Gene expression data	tsv	text	GeneExp_file_id_483.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_483.txt	study_subject_id_614	459883
file	file_id_484	483	uploaded	Gene expression data	tsv	text	GeneExp_file_id_484.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_484.txt	study_subject_id_615	459920
file	file_id_485	484	uploaded	Gene expression data	tsv	text	GeneExp_file_id_485.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_485.txt	study_subject_id_616	459885
file	file_id_486	485	uploaded	Gene expression data	tsv	text	GeneExp_file_id_486.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_486.txt	study_subject_id_617	459857
file	file_id_487	486	uploaded	Gene expression data	tsv	text	GeneExp_file_id_487.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_487.txt	study_subject_id_618	459969
file	file_id_488	487	uploaded	Gene expression data	tsv	text	GeneExp_file_id_488.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_488.txt	study_subject_id_619	459828
file	file_id_489	488	uploaded	Gene expression data	tsv	text	GeneExp_file_id_489.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_489.txt	study_subject_id_620	459868
file	file_id_490	489	uploaded	Gene expression data	tsv	text	GeneExp_file_id_490.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_490.txt	study_subject_id_621	459984
file	file_id_491	490	uploaded	Gene expression data	tsv	text	GeneExp_file_id_491.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_491.txt	study_subject_id_622	459852
file	file_id_492	491	uploaded	Gene expression data	tsv	text	GeneExp_file_id_492.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_492.txt	study_subject_id_623	459943
file	file_id_493	492	uploaded	Gene expression data	tsv	text	GeneExp_file_id_493.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_493.txt	study_subject_id_624	459903
file	file_id_494	493	uploaded	Gene expression data	tsv	text	GeneExp_file_id_494.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_494.txt	study_subject_id_625	459970
file	file_id_495	494	uploaded	Gene expression data	tsv	text	GeneExp_file_id_495.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_495.txt	study_subject_id_626	459863
file	file_id_496	495	uploaded	Gene expression data	tsv	text	GeneExp_file_id_496.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_496.txt	study_subject_id_627	459766
file	file_id_497	496	uploaded	Gene expression data	tsv	text	GeneExp_file_id_497.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_497.txt	study_subject_id_628	459860
file	file_id_498	497	uploaded	Gene expression data	tsv	text	GeneExp_file_id_498.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_498.txt	study_subject_id_629	459819
file	file_id_499	498	uploaded	Gene expression data	tsv	text	GeneExp_file_id_499.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_499.txt	study_subject_id_632	459841
file	file_id_500	499	uploaded	Gene expression data	tsv	text	GeneExp_file_id_500.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_500.txt	study_subject_id_633	459827
file	file_id_501	500	uploaded	Gene expression data	tsv	text	GeneExp_file_id_501.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_501.txt	study_subject_id_634	459918
file	file_id_502	501	uploaded	Gene expression data	tsv	text	GeneExp_file_id_502.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_502.txt	study_subject_id_635	459838
file	file_id_503	502	uploaded	Gene expression data	tsv	text	GeneExp_file_id_503.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_503.txt	study_subject_id_636	459904
file	file_id_504	503	uploaded	Gene expression data	tsv	text	GeneExp_file_id_504.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_504.txt	study_subject_id_637	459899
file	file_id_505	504	uploaded	Gene expression data	tsv	text	GeneExp_file_id_505.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_505.txt	study_subject_id_638	459814
file	file_id_506	505	uploaded	Gene expression data	tsv	text	GeneExp_file_id_506.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_506.txt	study_subject_id_639	459850
file	file_id_507	506	uploaded	Gene expression data	tsv	text	GeneExp_file_id_507.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_507.txt	study_subject_id_640	459939
file	file_id_508	507	uploaded	Gene expression data	tsv	text	GeneExp_file_id_508.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_508.txt	study_subject_id_641	459839
file	file_id_509	508	uploaded	Gene expression data	tsv	text	GeneExp_file_id_509.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_509.txt	study_subject_id_642	459864
file	file_id_510	509	uploaded	Gene expression data	tsv	text	GeneExp_file_id_510.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_510.txt	study_subject_id_643	459918
file	file_id_511	510	uploaded	Gene expression data	tsv	text	GeneExp_file_id_511.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_511.txt	study_subject_id_644	459845
file	file_id_512	511	uploaded	Gene expression data	tsv	text	GeneExp_file_id_512.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_512.txt	study_subject_id_645	459924
file	file_id_513	512	uploaded	Gene expression data	tsv	text	GeneExp_file_id_513.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_513.txt	study_subject_id_646	459861
file	file_id_514	513	uploaded	Gene expression data	tsv	text	GeneExp_file_id_514.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_514.txt	study_subject_id_647	459938
file	file_id_515	514	uploaded	Gene expression data	tsv	text	GeneExp_file_id_515.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_515.txt	study_subject_id_648	459833
file	file_id_516	515	uploaded	Gene expression data	tsv	text	GeneExp_file_id_516.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_516.txt	study_subject_id_649	460138
file	file_id_517	516	uploaded	Gene expression data	tsv	text	GeneExp_file_id_517.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_517.txt	study_subject_id_650	460071
file	file_id_518	517	uploaded	Gene expression data	tsv	text	GeneExp_file_id_518.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_518.txt	study_subject_id_651	460004
file	file_id_519	518	uploaded	Gene expression data	tsv	text	GeneExp_file_id_519.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_519.txt	study_subject_id_652	460054
file	file_id_520	519	uploaded	Gene expression data	tsv	text	GeneExp_file_id_520.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_520.txt	study_subject_id_653	460102
file	file_id_521	520	uploaded	Gene expression data	tsv	text	GeneExp_file_id_521.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_521.txt	study_subject_id_654	460073
file	file_id_522	521	uploaded	Gene expression data	tsv	text	GeneExp_file_id_522.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_522.txt	study_subject_id_655	460082
file	file_id_523	522	uploaded	Gene expression data	tsv	text	GeneExp_file_id_523.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_523.txt	study_subject_id_656	460128
file	file_id_524	523	uploaded	Gene expression data	tsv	text	GeneExp_file_id_524.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_524.txt	study_subject_id_657	460217
file	file_id_525	524	uploaded	Gene expression data	tsv	text	GeneExp_file_id_525.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_525.txt	study_subject_id_658	460043
file	file_id_526	525	uploaded	Gene expression data	tsv	text	GeneExp_file_id_526.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_526.txt	study_subject_id_659	460131
file	file_id_527	526	uploaded	Gene expression data	tsv	text	GeneExp_file_id_527.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_527.txt	study_subject_id_660	460107
file	file_id_528	527	uploaded	Gene expression data	tsv	text	GeneExp_file_id_528.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_528.txt	study_subject_id_661	460028
file	file_id_529	528	uploaded	Gene expression data	tsv	text	GeneExp_file_id_529.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_529.txt	study_subject_id_662	460035
file	file_id_530	529	uploaded	Gene expression data	tsv	text	GeneExp_file_id_530.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_530.txt	study_subject_id_663	459909
file	file_id_531	530	uploaded	Gene expression data	tsv	text	GeneExp_file_id_531.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_531.txt	study_subject_id_664	460086
file	file_id_532	531	uploaded	Gene expression data	tsv	text	GeneExp_file_id_532.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_532.txt	study_subject_id_665	459845
file	file_id_533	532	uploaded	Gene expression data	tsv	text	GeneExp_file_id_533.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_533.txt	study_subject_id_666	459884
file	file_id_534	533	uploaded	Gene expression data	tsv	text	GeneExp_file_id_534.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_534.txt	study_subject_id_667	459920
file	file_id_535	534	uploaded	Gene expression data	tsv	text	GeneExp_file_id_535.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_535.txt	study_subject_id_668	459884
file	file_id_536	535	uploaded	Gene expression data	tsv	text	GeneExp_file_id_536.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_536.txt	study_subject_id_669	459897
file	file_id_537	536	uploaded	Gene expression data	tsv	text	GeneExp_file_id_537.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_537.txt	study_subject_id_670	459872
file	file_id_538	537	uploaded	Gene expression data	tsv	text	GeneExp_file_id_538.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_538.txt	study_subject_id_671	459792
